2007060;8;AC
2007039;1;AC
2007052;8;NAC
2007043;1;AC
2007046;1;AC
2007056;1;AC
2007059;1;AC
2007042;1;AC
2007034;1;AC
2007041;1;AC
2007040;1;AC
2007035;1;AC
2007052;1;AC
54;1;AC
2007057;1;AC
2007031;1;AC
2007029;1;AC
2007055;1;AC
2007031;2;AC
2007044;1;AC
2007058;1;AC
2007052;7;AC
2007060;1;AC
54;2;AC
2007050;1;AC
2007041;2;AC
2007035;2;AC
2007045;1;AC
2007031;3;AC
2007055;2;AC
2007059;2;AC
2007040;8;AC
0;1;AC
2007044;2;AC
2007057;2;AC
2007040;7;AC
2007036;1;AC
54;3;AC
2007048;1;AC
2007049;1;AC
2007038;1;AC
2007057;3;AC
2007056;2;AC
2007047;1;AC
2007041;3;AC
2007055;3;AC
2007036;2;AC
2007035;3;AC
2007051;1;AC
2007044;3;AC
2007057;4;AC
2007031;4;AC
2007058;2;AC
2007059;3;AC
2007053;1;AC
2007056;3;AC
2007057;5;AC
2007057;6;AC
2007041;4;AC
2007057;7;AC
2007057;8;AC
2007045;2;AC
2007059;4;AC
2007053;2;AC
2007046;3;AC
2007036;3;AC
2007031;5;AC
2007042;2;AC
2007058;3;AC
54;4;AC
2007059;5;AC
2007037;1;AC
2007056;4;AC
2007046;4;AC
2007055;4;AC
2007044;4;AC
2007059;6;AC
2007043;2;AC
54;5;AC
2007041;5;AC
2007031;6;AC
2007040;2;AC
2007034;3;AC
2007056;5;AC
2007044;5;AC
2007055;5;AC
2007042;3;AC
54;6;AC
2007041;6;AC
2007052;3;AC
2007044;6;AC
2007059;7;AC
54;7;NAC
2007031;7;AC
2007043;3;AC
2007055;6;AC
2007044;7;AC
2007056;6;AC
2007053;3;AC
54;8;NAC
2007041;7;AC
2007058;4;AC
2007031;8;AC
2007036;4;AC
2007055;7;AC
2007044;8;NAC
2007055;8;AC
2007045;3;AC
2007035;4;AC
2007032;1;AC
2007042;4;AC
2007058;5;AC
2007047;3;AC
2007056;7;AC
2007043;4;AC
2007036;5;AC
2007041;8;AC
2007059;8;AC
2007042;5;AC
2007056;8;NAC
2007037;2;AC
2007046;7;AC
2007043;5;AC
2007046;8;AC
2007058;6;AC
2007042;6;AC
2007037;3;AC
2007043;6;AC
2007042;7;AC
2007035;5;AC
2007042;8;AC
2007036;6;AC
2007043;7;AC
2007053;8;AC
2007033;1;AC
2007043;8;AC
2007036;7;AC
2007053;7;AC
2007035;6;AC
2007036;8;NAC
2007060;2;AC
2007029;3;AC
2007035;7;AC
2007047;4;AC
2007053;5;AC
2007058;7;AC
2007060;3;AC
2007048;3;AC
2007034;4;AC
2007058;8;NAC
2007035;8;AC
2007045;4;AC
2007054;1;AC
2007050;7;AC
2007050;8;AC
2007052;5;AC
2007054;2;AC
2007045;5;AC
2007047;2;AC
2007060;4;AC
2007029;5;AC
2007038;3;AC
2007034;5;AC
2007054;3;AC
2007037;4;AC
2007060;5;AC
2007050;5;AC
2007054;4;AC
2007045;6;AC
2007029;6;AC
2007037;5;AC
2007045;7;AC
2007047;5;AC
2007034;6;AC
2007050;6;AC
2007045;8;AC
2007060;6;AC
2007037;6;AC
2007047;6;AC
2007054;7;AC
2007029;7;AC
2007040;3;AC
2007054;8;NAC
2007037;7;AC
2007047;7;AC
2007060;7;AC
2007034;7;AC
2007037;8;NAC
2007047;8;AC
2007038;4;AC
2007029;8;AC
2007032;3;AC
2007033;7;AC
2007033;8;NAC
2007048;4;AC
2007052;6;AC
2007034;8;NAC
2007048;5;AC
2007051;2;AC
2007054;5;AC
2007054;6;AC
2007038;5;AC
2007048;6;AC
2007039;4;AC
2007052;2;AC
2007048;7;AC
2007050;2;AC
2007048;8;NAC
2007038;6;AC
2007033;3;AC
2007040;5;AC
2007038;7;AC
2007038;8;NAC
2007040;6;AC
2007050;3;AC
2007051;3;AC
2007033;4;AC
2007033;5;AC
2007053;4;AC
2007033;6;AC
2007050;4;AC
2007032;4;AC
2007039;2;AC
2007032;5;AC
2007039;8;AC
2007039;7;AC
2007032;6;AC
2007032;7;AC
2007039;5;AC
2007032;8;AC
2007040;4;AC
2007052;4;AC
2007046;2;AC
2007039;6;AC
2007048;2;AC
2007049;3;AC
2007038;2;AC
2007032;2;AC
2007039;3;AC
1907001;1;AC
1907001;2;AC
1907001;3;AC
1907001;4;AC
1907001;5;AC
2007033;2;AC
1907001;6;AC
1507034;7;AC
1507034;8;AC
